,refs-en,refs-fa
198," But they also have pressed state officials to do the forensic testing, saying it would end the years-long delay while Skinner has pressed his legal claims.",اما ‌آن‌ها نیز به مقامات فشار آورده‌اند تا آزمایش قانونی را انجام دهند و می‌گویند که این آزمایش به سالها تاخیری که در آن، اسکینر به ادعاهای حقوقی خود پافشاری کرده، پایان خواهد داد.
199," Silvio Berlusconi dominated Italy for 17 years with a unique mix of political talent and brazen behavior but in the end it was market pressure from abroad that brought him down.

",سیلویو برلوسکنی با ترکیبی بی‌نظیر از استعداد سیاسی و رفتار بی‌شرمانه بر ایتالیا تسلط داشته است اما در نهایت، فشار بازار از خارج بود که او را سرنگون کرد.
200,"""After the approval of this finance law...I will resign, to allow the head of state to open consultations,"" he told his own Canale 5 television.

",او به کانال 5 تلویزیون خود گفت:«بعد از تصویب این قانون مالی...استعفا خواهم کرد تا امکان مشورت‌های آزادانه را برای سران کشور فراهم کنم.»
201,"Bolstered by unrivalled communication skills and a dominance of Italian media, Berlusconi had for years seemed immune to a series of controversies that would have destroyed a politician in most other parts of the world.
",برلوسکنی که با مهارتهای ارتباطی بی‌نظیر و سلطه رسانه‌های ایتالیایی، تقویت می‌شد، سالها از یک سری جنجال‌ها که وجهه او را به عنوان سیاستمدار در بسیاری از بخشهای دیگر جهان نابود کرد، ایمن به نظر می‌‌رسید.
202,"He also faces two ongoing fraud court cases, the latest in more than 30 prosecutions by magistrates he accuses of being communists bent on perverting democracy.

",علاوه بر این، او با دو پرونده دادگاهی کلاهبرداری در دست جریان، مواجه است که در تازه‌ترین آن، قاضی‌ها او برای بیش از 30 مورد، تحت پیگرد قرار داده‌اند و او ‌آن‌ها به عنوان کمونیست‌هایی متهم می‌کند که مصمم به منحرف کردن دموکراسی هستند.
203,"
The perma-tanned media tycoon, once a cruise ship crooner, was always unrepentant about a notoriously off-color sense of humour and a series of diplomatic gaffes which have led some foreign leaders to try to avoid being photographed near him.
",سرمایه‌دار با نفوذ رسانه‌ای همیشه برنزه که زمانی آواز خوان کشتی مسافرتی بود، اصلاً درباره حس ناجور و انگشت‌نمای طنز و یک سری گاف‌های دیپلماتیک پشیمان نیست. این گاف‌ها سبب شده تا برخی رهبران خارجی تلاش کنند تا از عکس‌گرفته شدن در نزدیکی او اجتناب کنند. 
204,"His agreement to resign on Tuesday came as Italian bond yields came close to the red line of 7 percent. 
",توافق او برای استعفا در روز سه شنبه بعد از آن حاصل شد که سود اوراق قرضه ایتالیا به نزدیکی خط قرمز 7 درصد رسید.
205,"He had already been forced to accept humiliating IMF monitoring of the reforms--fruit of international skepticism that he could implement them.
",او مجبور شده است تا نظارت خوارکننده IMF را بر اصلاحات بپذیرد-این امر نتیجه بدبینی بین‌المللی نسبت به ‌ این امر است که آیا او می‌تواند آن‌ها را اجرا کند.
206,"Major disagreements within Berlusconi's coalition, especially a refusal to sanction deep pension reform by the Northern League, meant his promises to implement economic reforms in return for ECB bond buying were never followed by action, prompting increasing impatience among fellow euro zone leaders.

",اختلافات مهم در ائتلاف برلوسکنی، به ویژه رد تحریم اصلاح بنیادی مستمری توسط لیگ شمالی به معنای آن است که وعده‌هایش برای اجرای اصلاحات اقتصادی در عوض خرید اوراق قرضه ECB، هرگز در عمل دنبال نمی‌شود که این امر ناشکیبایی را در میان رهبران منطقه یورو افزایش می‌دهد.
207,"Berlusconi's final demise was a far cry from 2008 when a landslide victory gave the media tycoon his strongest electoral mandate. 
",سقوط نهایی برلوسکنی، راه بسیار دوری از سال 2008 بود، زمانی که پیروزی عظیم، بزرگترین قدرت انتخابی را به این غول رسانه‌ای بخشید. 
208,"He had been prime minister for longer than any postwar leader, painting himself as the only choice for the dominant conservative voting bloc and a bastion against communism.
",او بیش از هر رهبر بعد از جنگ، نخست وزیر بوده است و خود را به عنوان تنها گزینه برای  بلوک رای دهنده محافظه‌کار حاکم و سنگری در برابر کمونیسم مطرح کرده است.
209,But he did not have long to savor his third election triumph.,اما آنقدر در مسند نماند تا طعم سومین پیروزی انتخاباتی خود را بچشد.
210," In 2009 his estranged wife Veronica denounced his sex life and accused him of consorting with under-age women, finally sowing doubts in the minds of voters who had hitherto been charmed by his image as a self-made macho Latin male.
",در سال 2009، ورونیکا همسر دلسرد شده‌اش، زندگی جنسی او را محکوم و او را متهم به زنان کم سن و سال نمود و در نهایت در اذهان رای‌دهندگانی که پیش از این شیفته تصویرش به عنوان مرد لاتین جاهل‌مآب خود ساخته بودند، تردیدهایی ایجاد کرد.
211,"
In addition, Berlusconi has persistently shown himself to be better at promises than action, failing to implement pledges in 2008 to use his business acumen to liberalize a notoriously inflexible and protected economy.

",علاوه بر این، برلوسکنی همیشه خودش را در وعده بهتر از عمل نشان می‌داد، نتوانست به وعده‌های 2008 خود مبنی بر استفاده از فراست تجاری‌اش برای آزاد کردن اقتصاد آشکارا انعطاف‌ناپذیر و حفاظت شده، عمل کند.
212,"
Berlusconi's political decline can be dated to last December when he expelled his party's co-founder and former ally Gianfranco Fini. ",نزول سیاسی برلوسکنی را می‌توان به دسامبر گذشته و زمانی تاریخ‌گذاری کرد که او گیانفرانکو فینی بنیانگذار مشترک حزب و متحد سابقش را اخراج کرد.
213,"This robbed him of a comfortable parliamentary majority based on Fini's supporters and turned the house speaker into a dangerous enemy.
",این امر او را از اکثریت راحت پارلمانی متکی بر طرفداران فینی محروم کرد و  رئیس مجلس را به دشمنی خطرناک تبدیل نمود.
214,"Samsung Electronics plans to invest a record 38 trillion won ($33.9 billion) in facilities and R&D next year, a 27 percent jump from an estimated 30 trillion won this year, local media reported on Wednesday, citing Samsung and industry officials.

",روز چهارشنبه رسانه‌های محلی به نقل از مقامات سامسونگ و صنعتی گزارش دادند که سامسونگ الکترونیکز، سال آینده در نظر دارد 38 تریلیون وون (واحد پول کره جنوبی) (9/33 میلیارد دلار) در تسهیلات و R&D سرمایه‌گذاری کند که این میزان از برآورد 30 تریلیون وونی امسال، 27 درصد بیشتر است.
215,"Edaily reported that the company plans to sharply boost spending on its ""system LSI business,"" which includes microprocessor chips used in Apple's iPhone and Samsung's Galaxy S, and OLED displays mainly used in Samsung's mobile devices.

",ای دیلی گزارش داد که این شرکت در نظر دارد تا هزینه در «کسب و کار LSI سیستم» را به سرعت بالا ببرد که شامل تراشه‌های میکروپرسسور مورد استفاده در آیفون اپل و گالاکسی S سامسونگ و نمایشگرهای OLED است که عمدتاً در دستگاههای تلفن همراه سامسونگ استفاده می‌شود.
216,"
Strong sales of mobile chips and displays, propelled by robust demand for smartphones and tablets, helped Samsung better cope with weakness in its traditional memory chips and displays used in PCs and TVs.
",فروش‌ بالای تراشه‌ها و نمایشگرهای تلفن همراه که با تقاضای زیاد برای تلفن‌های هوشمند و تبلت‌ها، بیشتر شده به سامسونگ کمک کرده است تا با ضعف خود در تراشه‌های حافظه معمولی و نمایشگرهای مورد استفاده در رایا‌نه‌های شخصی و تلویزیون‌ها مقابله کند.
217,"The world's top memory chip maker plans to spend around 15 trillion won in its chip business next year, out of which about 8 trillion won will be used in the system LSI business, the report said.
",این خبرنگار می‌گوید که بزرگترین سازنده تراشه حافظه در نظر دارد تا سال بعد، حدود 15 تریلیون وون در کسب و کار تراشه خود هزینه کند که از آن، حدود 8 تریلیون وون در کسب و کار LSI سیستم استفاده خواهد شد.
218,"
The report also said Samsung, a leading flat-screen maker, plans to boost investment on OLED displays to 7 trillion won and halve its investment in liquid crystal display (LCD) facilities to 2 trillion won next year.
",این گزارش همچنین می‌گوید که سامسونگ، سازنده پیشروی صفحه تخت در نظر دارد تا سرمایه‌گذاری در نمایشگرهای OLED را به 7 تریلیون وون افزایش دهد و سرمایه‌گذاری در امکانات نمایشگر کریستال مایع (LCD) را سال آینده به 2 تریلیون وون کاهش دهد.
219,"Chipmaker Nvidia Corp, rushing to stake out more territory in tablets and smartphones, said its new Tegra 3 processor delivers up to three times the graphics performance of its predecessor and uses 61 percent less power.

",شرکت سازنده تراشه نویدیا کورپ در تلاش است تا زمینه بیشتری را در تبلت‌ها و گوشی‌های هوشمند مورد نظارت قرار دهد و می‌گوید که پردازنده جدید تگرا 3 آن، سه برابر عملکرد گرافیکی نسخه قبلی خود را دارد و برق مصرفی آن، 61 درصد کمتر است.
220,"Previously code-named ""Project Kal-El"", the new quad-core chip is in production and is Nvidia's latest bet to expand into the fast-growing mobile market as tablets like Apple Inc's iPad eat into sales of personal computers.

",این تراشه چهار هسته‌ای جدید که قبلاً «پروژه کال-ال» نامیده می‌شد در دست تولید است و آخرین شرط‌بندی نویدیا برای گسترش بازار به سرعت در حال رشد موبایل است. این در حالی است که تبلت‌هایی مانند آی پد شرکت اپل، در حال بلعیدن فروش رایانه‌های شخصی هستند.
221,"
Santa Clara, California-based Nvidia, which started out making graphics chips for PCs and still makes most of its revenue that way, expects devices using the new processors to be on sale by the end of the year, Chief Executive Jen-Hsun Huang told analysts on a conference call in September.
",نویدیا در سانتاکلارا در کالیفرنیا قرار دارد. این شرکت که با ساختن تراشه‌های گرافیکی برای رایانه‌های شخصی شروع کرد، همچنان بیشتر درآمد خود را از این راه به دست می‌آورد و جن هسون هوانگ مدیر عامل آن در ماه سپتامبر در سالن کنفرانس به تحلیلگران گفت که انتظار دارد که وسایلی که از پردازنده‌های جدید استفاده می‌کنند، تا پایان سال فروش بروند.
222,"Early in 2011, Nvidia's Tegra 2 mobile chip, which is based on architecture licensed from Britain's ARM Holdings, was included in several new gadgets from Samsung Electronics, Asustek Computer Inc and LG Electronics, raising Nvidia's profile with investors as well as its stock price.

",در اوایل سال 2011، تراشه موبایل تگرای 2 نویدیا بر مبنای معماری مجوز گرفته از ARM هولدینگز بریتانیاست، در چندین ابزار جدید سامسونگ الکترونیکز، ایسوس تکنولوژی کامپیوتر و ال جی الکترونیکز گنجانده شده است و وجهه نویدیا را در میان سرمایه‌گذاران و نیز بهای سهام آن را افزایش داده است.
223,"A powerful Republican state Senate leader who spearheaded Arizona's controversial crackdown on illegal immigrants appeared headed for defeat on Tuesday in a historic recall election, early returns showed.

",گزارشهای رسمی اولیه نشان می‌دهند که رهبر سنای قدرتمند جمهوریخواه ایالتی که در توقیف جنجالی مهاجران غیرقانونی آریزونا نقش اصلی را داشت، ظاهراً در انتخابات فراخوانی تاریخی روز سه‌شنبه، شکست خورده است.
224,"With all precincts reporting, Russell Pearce was trailing his chief challenger, Republican newcomer and charter school administrator Jerry Lewis, by 7 percentage points, 45.4 percent to 52.4 percent.


",به گزارش تمامی محدوده‌ها، راسل پیرس با 4/45 درصد و فاصله 7 درصدی به دنبال جری لویس رقیب اصلی، تازه‌وارد جمهوریخواه و مدیر مدرسه هیئت امنایی با 4/52 درصد قرار دارد.
225,"
But election officials said the final outcome remained uncertain due to an unknown number of early votes and provisional ballots that remained to be tabulated.",اما مقامات انتخاباتی می‌گویند که نتیجه نهایی همچنان نامعین است و این به دلیل شمار نامعلومی از آرای اولیه و صندوق‌های موقت است که هنوز شمرده نشده‌اند.
226,"The recall movement was galvanized mainly by Pearce's role as chief architect of a state law that required police to check the immigration status of anyone they detain and suspect is in the country illegally.

",جنبش فراخوانی عمدتاً با نقش پیرس به عنوان معمار اصلی قانون ایالتی تقویت شده که پلیس را ملزم به بررسی وضعیت مهاجرت همه افرادی زندانی شده و مظنون می‌نماید.
227,"
Enactment of the measure, signed into law by Governor Jan Brewer in April 2010, ignited a furor among Latino and civil rights activists, including calls for an economic boycott of Arizona, and sparked a court challenge by the Obama administration.
",قانونی شدن این اقدام که در آوریل 2010 به امضای جن برور فرماندار رسید، سبب بروز خشم میان فعالان لاتینی و حقوق شهروندی شد، منجمله درخواست برای بایکوت اقتصادی آریزونا و چالش دادگاهی توسط دولت اوباما را برانگیخت.
228,"A federal judge has thrown out key provisions of the law, including the mandate for police checks of immigration status, and the case has been appealed to the U.S. Supreme Court.
",قاضی فدرال، مقررات کلیدی این قانون‌، منجمله اختیار پلیس برای چک کردن وضعیت مهاجرت را کنار گذاشته است و پرونده به دیوان عالی ایالات متحده ارجاع شده است.
229,"The stage for the recall race was set in July when Brewer, a strong supporter of Pearce, approved the mid-term election challenge after a citizen's group turned in enough signatures to put it on the ballot.
",مسابقه فراخوانی در ماه ژوئیه آماده‌سازی شد. در این هنگام بود که بعد از گروه شهروندی، امضاهای کافی برای مطرح کردن آن در رای‌گیری جمع کرد، برور، حامی قدرتمند پیرس این چالش انتخابات میاندوره‌ای را تایید نمود.
230,"
Lewis said the Southwestern state badly needs someone who can tackle immigration and other issues with an approach free of ""fear-mongering and political rhetoric,"" and said it should work with the federal government on a comprehensive immigration solution, not battle the government in court.

",لویس می‌گوید که این ایالت جنوب‌غربی به شدت نیازمند کسی است که بتواند از عهده مهاجرت و سایر مسائل با رویکردی عاری از «ترس و لفاظی سیاسی» برآید و گفت که این ایالت باید با دولت فدرال در مرد راه‌حل جامع مهاجرت همکاری کند و نباید در دادگاه با دولت بجنگد.
231,"The Republican Party's presidential nominee in 2008 raised the possibility of a third party about a year ago, but his comments on Tuesday suggest he has hardened his views as polls show Americans increasingly disillusioned with Washington politics.

",نامزد انتخابات ریاست جمهوری حزب جمهوریخواه در سال 2008، حدود یکسال پیش، احتمال مطرح شدن حزب سوم را بالا برد اما نظرهای او در روز سه شنبه نشان می‌دهد که او دیدگاههای خود را تندتر کرده است. این در حالی است که نظرسنجی‌ها نشان می‌دهد که آمریکایی ها به صورت فزاینده ای از سیاست‌ واشنگتن نا امید شده‌اند.
232,"The 75-year-old McCain may now be the most prominent politician forecasting Americans will look to another party to compete with Democrats and Republicans.
",مک کین 75 ساله ممکن است برجسته‌ترین سیاستمداری باشد که پیش‌بینی می‌کند آمریکاییان در جستجوی حزب دیگری خواهند بود که با جمهوریخواهان و دموکرات‌ها رقابت کند.
233,"
""Unless both parties change, then I think that it's an inevitability. We aren't doing anything for the people,"" McCain said in blunt remarks at the Reuters Washington Summit.
",مک‌کین در اظهاراتی بی‌پرده در نشست واشنگتن رویترز می‌گوید:«فکر می‌کنم که این امر، اجتناب‌ناپذیر است مگر آن‌که هر دو حزب تغییر کنند. هیچ چیزی را برای مردم انجام نمی‌دهیم.»
234,"
Americans, he said, are frustrated by sluggish economic growth that has depleted their incomes while corporate executives take in massive salary bonuses.
",او می‌گوید که آمریکایی‌ها از رشد اقتصادی کند که درآمدهایشان را تهی نموده و در عین حال، مدیران شرکت‌ها، حقوق بالایی می‌گیرند، مایوس می‌شوند.
235,"
Asked if the new option would be a centrist party, or a wing of the left or right, McCain quipped;",مک کین در پاسخ به این سئوال که آیا این حزب، حزبی مرکزی، یا شاخه چپ یا راست است، به شوخی گفت:
236," ""I think a Fed-Up Party.""
",«فکر می‌کنم که این حزب، حزب دلزدگی و بیزاری باشد.»
237,"
McCain spoke from experience. In his home state of Arizona, he said a third of new registered voters are independents and, in many areas of the country, independents are increasingly the swing voters who decide elections.

",مک‌کین از تجربه‌اش سخن می‌گوید. او در ایالت زادگاهش، آریزونا می‌گوید که یک سوم از رای‌دهندگان ثبت‌نام شده، مستقل هستند و در بسیاری از موارد، مستقل‌ها به صورت فزاینده‌ای، رای‌دهندگان نوسانی هستند که در مورد انتخابات، تصمیم می‌گیرند. 
238,"Third-party candidates in presidential elections have not had success. The most tangible result of a third-party candidacy arguably came in 1992 when Ross Perot collected enough votes from then-Republican President George H. W. Bush to help Democrat Bill Clinton win the White House.


",کاندیداهای حزب سوم در انتخابات ریاست‌جمهوری، موفقیتی نداشته است. ملموس‌ترین نتیجه کاندیدای حزب سوم برای در سال 1992 حاصل شد، زمانی که راس پروت، رای کافی از جرج بوش رئیس جمهور جمهوریخواه جمع‌آوری کرد و به بیل کلینتون دموکرات کمک کرد تا به کاخ سفید راه یابد.
239,"There has been some talk in political circles that the conservative Tea Party movement could eventually field its own presidential candidate, but McCain was doubtful.
",در محافل سیاسی گفتگوهایی وجود داشت مبنی بر این‌که جنبش محافظه‌کار تی‌پارتی ممکن است در نهایت کاندیدای ریاست‌جمهوری خودش را معرفی کند اما مک کین تردید داشت.
240,"""The Tea Party was a movement, not an organization, as we know. And so they've kind of receded. ",«همانطور که می‌دانیم، تی پارتی، یک جنبش است و سازمان نیست و بنابر این ‌آن‌ها از این کار طفره رفتند.
241,"There was never any permanency to them,"" he said.
",او می‌گوید:«‌آنها هیچ ثباتی نداشته‌‌اند.»
242,"
""But I think that you could see a national movement, that there's a group of people saying 'look we may disagree on some specific issues but we're not one of them,'"" he said
",او می‌گوید:«اما فکر می‌کنم که می‌توانید شاهد جنبش ملی باشد، این که گروفی از مردم وجود دارند که می‌گویند:«ببینید، ممکن است در مورد برخی مسائل خاص موافق نباشیم اما یکی از ‌آن‌ها نیستیم.»»
243,"Union political action committees donated just under $15 million to federal candidates in the first three quarters of this year, down 26 percent from $20.4 million for the same period four years ago, according to an analysis of union giving compiled for Reuters by the Center for Responsive Politics.
",به گزارش تحلیلی از اتحادیه که توسط مرکز امور سیاسی پاسخ‌گو به رویتر ارائه شد، در سه فصل اول امسال، کمیته‌‌های اقدام سیاسی اتحادیه، کمتر از 15 میلیون دلار را به کاندیداهای فدرال اهدا کردند که نسبت به همان دوره در چهار سال پیش، یعنی 4/20 میلیون دلار، 26 درصد کمتر است.
244,"The trend is bad news for the party as it fights next year to re-elect President Barack Obama, keep its majority in the U.S. Senate and make gains in the House of Representatives.
",این روند خبر بدی برای این حزب است که برای انتخاب مجدد رئیس‌جمهور باراک اوباما در سال بعد، حفظ اکثریت خود در سنای ایالات متحده و به دست آوردن کرسی هایی در مجلس نمایندگان، تلاش می‌کند.
245,"
Reasons for the downturn include the impact of a weak economy, a lack of enthusiasm for politics among Democrats, and new strategies by unions to redirect their efforts, according to unions and labor experts.
",به گفته متخصصان اتحادیه‌ها و نیروی کار، دلایل این کاهش عبارتند از تاثیر اقتصاد ضعیف، فقدان اشتیاق برای امور سیاسی در میان دموکرات‌ها و راهبردهای جدید اتحادیه‌ها برای جهت‌دهی مجدد به تلاشهای خود.
246,"
""As things heat up next year, the situation may be different, but the reality is there will be a lot of people who have not voted to create jobs,"" said Jim Spellane, a spokesman for the International Brotherhood of Electrical Workers union.
",جیم اسپلان، سخنگوی اتحادیه بین‌المللی برادری کارگران الکتریکی، می‌گوید:«همانطور که حساسیت‌ها در سال بعد افزایش می‌یابد، وضعیت ممکن است فرق کند اما واقعیت این است که افرادی زیادی وجود دارند که برای ایجاد شغل، رای‌ نداد‌ه‌اند.»
247,"
Organized labor is facing battles in several states for its own existence, with Republicans seeking to overhaul employment rules and severely limit collective bargaining rights of public sector workers.
",نیروی کا ر سازمان یافته در چندین ایالت، برای موجودیت خود با نبردهایی مواجه است،جمهوریخواهان در تلاش هستند تا قوانین استخدامی را نوسازی کنند و حقوق مذاکرات دسته‌جمعی کارکنان بخش عمومی با کارفرمایان را به شدت محدود کنند.
248,Obama is unlikely to be hit much by the slowdown in labor giving.,بعید است کاهش در میزان پرداختی نیروی کار آسیب زیادی به اوباما وارد کند.
249," Already far ahead in 2012 fund-raising, he is expected to top his record-breaking $750 million haul from 2008.
",او هم اکنون از جمع‌آوری وجوه سال 2012 به میزان زیادی جلو است و انتظار دارد تا از رکورد‌شکنی دریافت وجه 750 میلیون دلاری سال 2008 نیز فراتر رود.
250,"
Things will be tougher in Congress, whose members face historically low approval ratings from a public frustrated with unemployment stuck above 9 percent.",وضعیت در کنگره سخت‌تر خواهد بود، جایی که اعضای آن، به شکل تاریخی از مردمی که از نرخ بیکاری بالای 9 درصد ضربه خورده‌اند، تایید اندکی را دریافت می‌کنند.
251," Democrats are not likely to take back control of the House, and they may also lose their majority in the Senate to Republicans, analysts say.
",تحلیلگران می‌گویند که بعید است دموکرات‌ها دوباره کنترل کنگره را در دست بگیرند و ممکن است اکثریت سنا را به جمهوریخواهان ببازند.
252,"
Giving by union political action committees (PACs) to candidate PACs is also down, though not by as much. ",میزان اهدایی کمیته‌های اقدام سیاسی اتحاد (PACها) به PACهای کاندیدا نیز پایین است، البته این میزان به اندازه دموکرات‌ها پایین نیست.
253,"Union-affiliated PACs gave about $27.5 million to candidates in 2007, compared to $25.4 million this year, according to CRP data.
",‌ طبق داد‌ه‌های CRP‌، در مقایسه به مبلغ 4/25 میلیون دلار اهدایی امسال، PACهای وابسته به اتحادیه، حدود 5/27 میلیون دلار به کاندیداها در سال 2007 پول پرداخت کرده اند
254,"
Nearly all unions favor Democrats. Labor contributed about half of million dollars to Obama in 2008, and spent millions more in advertising.
",تقریباً تمامی اتحادیه‌ها از دموکرات‌ها حمایت می‌کنند. نیروهای کار در حدود نیمی از میلیونها دلار اهدایی به اوباما در سال 2008 نقش داشتند و میلیون‌ها دلار بیشتر را صرف تبلیغات کردند.
255," Unions gave $96 million to congressional candidates in 2010.
",اتحادیه، 96 میلیون دلار را در سال 2010 به کاندیداهای کنگره پرداخت کردند.
256,"""There is an enthusiasm deficit right now but I think much of that will go away when there is an actual Republican candidate and the stakes of the 2012 elections become clear,"" said labor professor Harley Shaiken of the University of California at Berkeley.

",پرفسور هارلی شایکن از دانشگاه کالیفرنیا در برکلی می‌گوید:«اکنون کسری اشتیاق وجود دارد اما فکر می‌کنم که هنگامی که کاندیدای واقعی جمهوریخواه به صحنه بیاید و مبارزه انتخاباتی سال 2012، روشن شود، این وضعیت خاتمه یابد.»
257,"President Barack Obama's signature healthcare law got a boost on Tuesday when an appeals court agreed with a lower court that dismissed a challenge and found the law's minimum coverage requirement was constitutional.

",امضای قانون مراقبت سلامت توسط رئیس‌جمهور باراک اوباما در روز سه‌شنبه، از پایین مورد تایید قرار گرفت و این  زمانی بود که دادگاه استیناف با نظر دادگاه بدوی موافقت کرد و چالش آن با قانون اساسی را رد کرد و دریافت که الزام پوشش حداقلی قانون، مطابق با قانون اساسی است. 
258,"The Appeals Court for the District of Columbia Circuit upheld a lower court ruling that had found it constitutional to require Americans to buy healthcare insurance coverage by early 2014 or face a penalty and had dismissed a lawsuit challenging it.

",دادگاه استیناف برای حوزه قضایی منطقه کلمبیا از قانونگذاری دادگاه بدوی حمایت کرد. این دادگاه دریافته بود که الزام آمریکاییان به  خرید پوشش بیمه مراقبت درمانی در اوایل 2014 یا مواجهه شدن با جریمه در غیر اینصورت، مطابق با قانون اساسی است و دادخواهی برای به چالش کشیدن آن را رد کرد.
259,"
""It certainly is an encroachment on individual liberty, but it is no more so than a command that restaurants or hotels are obliged to serve all customers regardless of race ... or that a farmer cannot grow enough wheat to support his own family,"" wrote Judge Laurence Silberman in the majority opinion, citing past federal mandates that inspired legal fights.
",قاضی لورنس سیلبرمن در مورد نظر اکثریت و با نقل از فرمان‌های فدرال که الهام بخش مرافعات حقوقی بودند، نوشت:«این امر قطعاً دست‌اندازی به آزادی شخصی است ولی این چیزی بیش از این فرمان نیست که رستورانها یا هتل‌ها متعهد به خدمت به تمامی مشتریان صرفنظر از نژاد و غیره هستند یا این‌که کشاورز نمی‌تواند گندم کافی برای پشتیبانی از خانواده‌‌اش، تولید کند.»
260,"""The right to be free from federal regulation is not absolute, and yields to the imperative that Congress be free to forge national solutions to national problems, no matter how local -- or seemingly passive -- their individual origins.""",«حق آزاد بودن از مقررات فدرال، مطلق نیست و راه را برای فرمانی باز می‌کند که کنگره باید آزاد باشد تا راه حل‌های ملی را برای مشکلات ملی وضع کند، بدون توجه به این که این مشکلات چقدر منشای محلی-یا ظاهراً منفعلانه-فردی دارند.»
261,"It was the latest victory for the Obama administration, which sought the new law to try to stem the soaring costs of healthcare and to increase coverage for the more than 35 million Americans without healthcare insurance.

",این آخرین پیروزی برای دولت اوباماست که در صدد وضع قانون جدیدی برای کنترل هزینه‌های سرسام‌آور مراقبت درمانی و افزایش پوشش برای بیش از 35 میلیون آمریکایی بدون بیمه مراقبت درمانی است.
262,"Two federal courts have thrown out the so-called individual mandate but others have upheld it. The Supreme Court is expected to take up the matter this term.


",دو دادگاه فدرال، موضوع به اصطلاح اختیار فردی را رد کردند اما بقیه آن‌ را پذیرفتند. انتظار می‌رود دیوان عالی در این دوره‌، این موضوع را در دست بگیرد.
263,"
In the latest case, Kavanaugh broke with the other two judges on the panel because he said the court did not have jurisdiction to decide the case because the penalty charged for not having insurance is effectively a tax.
",کاوانوگ در آخرین پرونده، از دو قاضی دیگر این هیئت جدا شد زیرا می‌گفت که دیوان عالی، صلاحیت تصمیم‌گیری در مورد این پرونده را ندارد چون مجازات وضع شده برای نداشتن بیمه، به صورت موثری، مالیات است.
264,"
In his 65-page dissent he wrote that the Anti-Injunction Act, ""limits the jurisdiction of federal courts over tax-related matters"" and thus should not touch the case until 2015 when the penalties could be imposed and challenged.",او در رای مخالف 65 صفحه‌ای نوشت که قانون ضد حکم توقیف، «اختیار قانونی دادگاههای فدرال را در موضوعات مربوط به مالیات، محدود می‌کند» و بنابر این، تا سال 2015، یعنی زمانی که جریمه‌ها را بتوان اعمال یا به چالش کشید، نباید به این پرونده رسیدگی کرد.
265,"Last month the Obama administration asked the Supreme Court for a quick ruling on the requirement. 

",ماه گذشته، دولت اوباما از دیوان عالی خواست تا به سرعت در مورد این الزام، حکم صادر کند.
266,"The high court could resolve the uncertainty over the law that is affecting the federal government, states and companies. ",دیوان عالی می‌تواند بلاتکلیفی درباره این قانون که بر دولت فدرال، ایالت‌ها و شرکت‌ها تاثیر می‌گذارد را برطرف کند.
267,"The court's current term runs through June 2012.
",دوره کنونی دیوان عالی تا ژوئن 2012 ادامه دارد.
268,"
""We're confident that, like today, we will prevail,"" said Stephanie Cutter, assistant to Obama and his deputy senior adviser, in a statement noting ""the ruling also marks the third time a federal appeals court has ruled in favor of the law.""",استفانی کاتر، دستیار اوباما و معاون مشاور ارشد او گفت::«مطمئن هستیم که مانند امروز، غالب خواهیم شد.» او در بیانیه‌ای خاطر نشان کرد که «با این حکم، این سومین باری است که دادگاه استیناف به نفع قانون، حکم داده است.»
269,"A three-judge panel of the 11th Circuit Court agreed, saying in August that the law is not protected by the Commerce Clause of the U.S. Constitution, which allows Congress to regulate commerce among states.

",هیئت متشکل از 3 قاضی در دادگاه استیناف یازدهم می‌گوید که در ماه آگوست، این قانون توسط بند تجارت قانون اساسی ایالات متحده که به کنگره امکان تنظیم تجارت میان ایالتها را می‌دهد، حمایت نمی‌شود.
270,"Meanwhile, Virginia is asking the Supreme Court to overturn a decision throwing out its challenge that contends a federal law cannot trump a state one allowing residents to forego health insurance.

",دراین میان، ویرجینیا از دیوان عالی می‌خواهد تا تصمیمی را لغو کند که نافی مخالفت آن با این مسئله است که قانون فدرال نمی‌تواند تنبیه کننده ایالتی باشدکه به ساکنانش امکان صرفنظر کردن از بیمه سلامت را می‌دهد .
271,"The Appeals Court for the District of Columbia Circuit upheld a lower court ruling that had found it constitutional to require Americans to buy healthcare insurance coverage by early 2014 or face a penalty and had dismissed a lawsuit challenging it.
",دادگاه استیناف برای حوزه قضایی منطقه کلمبیا از قانونگذاری دادگاه بدوی حمایت کرد. این دادگاه دریافته بود که الزام آمریکاییان به  خرید پوشش بیمه مراقبت درمانی در اوایل 2014 یا مواجهه شدن با جریمه در غیر اینصورت، مطابق با قانون اساسی است و دادخواهی برای به چالش کشیدن آن را رد کرد.
272,"
""It certainly is an encroachment on individual liberty, but it is no more so than a command that restaurants or hotels are obliged to serve all customers regardless of race ... or that a farmer cannot grow enough wheat to support his own family,"" wrote Judge Laurence Silberman in the majority opinion, citing past federal mandates that inspired legal fights.
",قاضی لورنس سیلبرمن در مورد نظر اکثریت و با نقل از فرمان‌های فدرال که الهام بخش مرافعات حقوقی بودند، نوشت:«این امر قطعاً دست‌اندازی به آزادی شخصی است ولی این چیزی بیش از این فرمان نیست که رستورانها یا هتل‌ها متعهد به خدمت به تمامی مشتریان صرفنظر از نژاد و غیره هستند یا این‌که کشاورز نمی‌تواند گندم کافی برای پشتیبانی از خانواده‌‌اش، تولید کند.»
